Equipo,Ciudad,Estadio,Liga,region,Año_fundacion,Años_cantidad
Independiente Huachog,Huánuco,Estadio Municipal del Valle,Copa Perú,Huánuco,1980.0,44.0
Juan Bielovucic,Huánuco,Estadio Heraclio Tapia,Copa Perú,Huánuco,1918.0,106.0
León de Huánuco,Huánuco,Estadio Heraclio Tapia,Copa Perú,Huánuco,1946.0,78.0
Lolo FC,Aucayacu,Estadio Municipal de Aucayacu,Copa Perú,Huánuco,1950.0,74.0
Mariano Santos,Tingo María,Estadio IPD de Tingo María,Copa Perú,Huánuco,1987.0,37.0
Racing Club de Ambo,Ambo,Estadio Municipal de Ambo,Copa Perú,Huánuco,1970.0,54.0
San Cristóbal,Huánuco,Estadio Heraclio Tapia,Copa Perú,Huánuco,1940.0,84.0
Social Molino,Molino,Estadio Municipal de Molino,Copa Perú,Huánuco,1951.0,73.0
Sport Aserradero,Aucayacu,Estadio Municipal de Aucayacu,Copa Perú,Huánuco,2008.0,16.0
Unión Olaya,Aucayacu,Estadio Municipal de Aucayacu,Copa Perú,Huánuco,1964.0,60.0
Unión Naranjillo,Naranjillo,Estadio La Bombonera,Copa Perú,Huánuco,1940.0,84.0
Unión Tingo María,Tingo María,Estadio IPD de Tingo María,Copa Perú,Huánuco,1964.0,60.0
Volga FBC,Amarilis,Campo Ureta Matibamba,Copa Perú,Huánuco,1972.0,52.0
Alejandro Villanueva,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1951.0,73.0
Alfonso Ugarte,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1924.0,100.0
Alianza Cantoral,Santiago,Estadio José Picasso Peratta de Santiago,Copa Perú,Ica,1929.0,95.0
Alianza Guadalupe,Salas,Estadio Juan de Dios Bolívar,Copa Perú,Ica,1931.0,93.0
Alianza Juventud,San José de los Molinos,Estadio Mauro Bonifaz Valle,Copa Perú,Ica,1951.0,73.0
Alianza Pisco,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1923.0,101.0
Alianza Progreso,Grocio Prado,Estadio Municipal de Grocio Prado,Copa Perú,Ica,1942.0,82.0
Alianza Subtanjalla,Subtanjalla,Estadio José Carlos Mariátiegui,Copa Perú,Ica,1959.0,65.0
Atlético Independiente,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1938.0,86.0
Atlético Independiente,Parcona,Estadio Hugo Sotil,Copa Perú,Ica,1952.0,72.0
Atlético Junín,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1956.0,68.0
Atlético Libertad,Pueblo Nuevo,Estadio Pedro Tipacti Ríos,Copa Perú,Ica,1925.0,99.0
Atlético Luren,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1923.0,101.0
Atlético Pisqueño,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1931.0,93.0
Atlético Tejada,El Carmen,Estadio Félix Castillo,Copa Perú,Ica,1939.0,85.0
Barcelona de Parcona,Parcona,Estadio Hugo Sotil,Copa Perú,Ica,1978.0,46.0
CAP San Francisco Javier de Trapiche,San José de los Molinos,Estadio Mauro Bonifaz Valle,Copa Perú,Ica,1979.0,45.0
Carlos Orellana,La Tinguiña,Estadio Fernando Cevasco Villagarcía,Copa Perú,Ica,1976.0,48.0
Construcción Civil,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1954.0,70.0
Cultural 18 de Febrero,Parcona,Estadio Hugo Sotil,Copa Perú,Ica,1976.0,48.0
Defensor Mayta Cápac,El Carmen,Estadio Félix Castillo,Copa Perú,Ica,1976.0,48.0
Defensor Mina,Marcona,Estadio Félix Franco Arias,Copa Perú,Ica,1959.0,65.0
Defensor Rosario,Pachacutec,Estadio Luis M. Sánchez Cerro,Copa Perú,Ica,1963.0,61.0
Defensor Vista Alegre,Vista Alegre,Estadio Manuel Antonio Elías Santa Cruz,Copa Perú,Ica,1967.0,57.0
Defensor Zarumilla,Nazca,Estadio Municipal de Nasca,Copa Perú,Ica,1943.0,81.0
Deportivo América,Palpa,Estadio Julio Luque Tijeros,Copa Perú,Ica,1957.0,67.0
Deportivo Bernales,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1946.0,78.0
Deportivo Boquense,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1970.0,54.0
Deportivo Canyar,Chincha Baja,Estadio Diego de Almagro,Copa Perú,Ica,1945.0,79.0
Deportivo Capsa,Chincha Baja,Estadio Diego de Almagro,Copa Perú,Ica,1959.0,65.0
Deportivo Chanchajalla,La Tinguiña,Estadio Fernando Cevasco Villagarcía,Copa Perú,Ica,1963.0,61.0
Deportivo Huracán,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1947.0,77.0
Deportivo Los Libertadores,San Clemente,Estadio Municipal,Copa Perú,Ica,1970.0,54.0
Deportivo Lurinchincha,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1923.0,101.0
Deportivo Mina de Oro,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1938.0,86.0
Deportivo Municipal de Ica,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1945.0,79.0
Deportivo Municipal de Pueblo Nuevo,Pueblo Nuevo,Estadio Pedro Tipacti Ríos,Copa Perú,Ica,1940.0,84.0
Deportivo Municipal de Subtanjalla,Subtanjalla,Estadio José Carlos Mariátiegui,Copa Perú,Ica,1966.0,58.0
Deportivo Olímpico,San Clemente,Estadio Municipal,Copa Perú,Ica,1972.0,52.0
Eleven Boys,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1948.0,76.0
Francisco Oropeza,Nazca,Estadio Municipal de Nasca,Copa Perú,Ica,1944.0,80.0
Independiente Cantayo,Nazca,Estadio Municipal de Nasca,Copa Perú,Ica,1946.0,78.0
Independiente de Orongo,Parcona,Estadio Hugo Sotil,Copa Perú,Ica,1952.0,72.0
Joe Gutierrez,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1997.0,27.0
José Olaya,Marcona,Estadio Félix Franco Arias,Copa Perú,Ica,1970.0,54.0
Juan Mata,Nazca,Estadio Municipal de Nasca,Copa Perú,Ica,1972.0,52.0
Juventud Aurora,Palpa,Estadio Julio Luque Tijeros,Copa Perú,Ica,1933.0,91.0
Juventud Aurora de Cachiche,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1924.0,100.0
Juventud Balconcito,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1950.0,74.0
Juventud Barrio Nuevo,Ocucaje,Estadio Robaldo Gabriel Hernández,Copa Perú,Ica,1969.0,55.0
Juventud Barrios Altos,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1945.0,79.0
Juventud Calle Nueva,Chincha Baja,Estadio Diego de Almagro,Copa Perú,Ica,1966.0,58.0
Juventud Chorrillos,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1921.0,103.0
Juventud Gloria,Salas,Estadio Juan de Dios Bolívar,Copa Perú,Ica,1933.0,91.0
Juventud Huaca Grande,Sunampe,Estadio Santos Nagaro Bianchi,Copa Perú,Ica,1947.0,77.0
Juventud Huayabo,Sunampe,Estadio Santos Nagaro Bianchi,Copa Perú,Ica,1968.0,56.0
Juventud Independiente,Pachacutec,Estadio Luis M. Sánchez Cerro,Copa Perú,Ica,1938.0,86.0
Juventud Manuel Carrillo,San Andrés,Estadio Campeones del 69,Copa Perú,Ica,1972.0,52.0
Juventud Media Luna,Grocio Prado,Estadio Municipal de Grocio Prado,Copa Perú,Ica,1975.0,49.0
Juventud Miraflores,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1969.0,55.0
Juventud Once Amigos,El Carmen,Estadio Félix Castillo,Copa Perú,Ica,1958.0,66.0
Juventud Progresista,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1943.0,81.0
Juventud Rosario,Chincha,Estadio Cruz Blanca,Copa Perú,Ica,1961.0,63.0
Juventud Santa Rosa,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1937.0,87.0
Juventud Subtanjalla,Subtanjalla,Estadio José Carlos Mariátegui,Copa Perú,Ica,1958.0,66.0
Los Ángeles FC,La Tinguiña,Estadio Fernando Cevasco Villagarcía,Copa Perú,Ica,1944.0,80.0
Mariscal Castilla,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1955.0,69.0
Mariscal Sucre,La Tinguiña,Estadio Fernando Cevasco Villagarcía,Copa Perú,Ica,1934.0,90.0
Octavio Espinosa,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1923.0,101.0
Olímpico de Acomayo,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1960.0,64.0
Olímpico Peruano,Santiago,Estadio José Picasso Peratta de Santiago,Copa Perú,Ica,1945.0,79.0
Parada de los Amigos,Grocio Prado,Estadio Municipal de Grocio Prado,Copa Perú,Ica,1944.0,80.0
Peñarol de Acomayo,Parcona,Estadio José Picasso Peratta,Copa Perú,Ica,1948.0,76.0
Real Madrid,Pueblo Nuevo,Estadio Cruz Blanca,Copa Perú,Ica,1956.0,68.0
River Plate de Collazos,Salas,Estadio Juan de Dios Bolívar,Copa Perú,Ica,1957.0,67.0
River Plate de Pachacútec,Pachacútec,Estadio Luis M. Sánchez Cerro,Copa Perú,Ica,1977.0,47.0
San Jacinto,Independencia,Estadio Municipal de Independencia,Copa Perú,Ica,1930.0,94.0
San Lorenzo de Pachacútec,Pachacútec,Estadio Luis M. Sánchez Cerro,Copa Perú,Ica,1958.0,66.0
San Martín,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1921.0,103.0
Santa Rita,Grocio Prado,Estadio Municipal de Grocio Prado,Copa Perú,Ica,1963.0,61.0
Santos FC,Vista Alegre,Estadio Municipal de Nasca,Segunda División,Ica,1976.0,48.0
Social Indoamérica,Tate,Estadio Héctor Chumpitaz,Copa Perú,Ica,1945.0,79.0
Sport Aurora,La Tinguiña,Estadio Fernando Cevasco Villagarcía,Copa Perú,Ica,1946.0,78.0
Sport Bolívar,Santiago,Estadio José Picasso Peratta de Santiago,Copa Perú,Ica,1927.0,97.0
Sport Bolognesi,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1921.0,103.0
Sport Bolognesi,Tate,Estadio Héctor Chumpitaz,Copa Perú,Ica,1925.0,99.0
Sport Botafogo de Chanchajalla,La Tinguiña,Estadio Fernando Cevasco Villagarcía,Copa Perú,Ica,1965.0,59.0
Sport Boys de Santa Rosa,Chincha Baja,Estadio Santiago de Almagro,Copa Perú,Ica,1930.0,94.0
Sport Buenos Aires de Yanquiza,Subtanjalla,Estadio José Carlos Mariátegui,Copa Perú,Ica,1943.0,81.0
Sport Grau,Tate,Estadio Héctor Chumpitaz,Copa Perú,Ica,1928.0,96.0
Sport Huracán,Pueblo Nuevo,Estadio Pedro Tipacti Ríos,Copa Perú,Ica,1959.0,65.0
Sport Inca Puno,Tate,Estadio Héctor Chumpitaz,Copa Perú,Ica,1918.0,106.0
Sport Independiente,Pueblo Nuevo,Estadio Pedro Tipacti Ríos,Copa Perú,Ica,1943.0,81.0
Sport Marino,Comatrana,Estadio José Picasso Peratta,Copa Perú,Ica,1924.0,100.0
Sport Miguel Grau,Subtanjalla,Estadio José Carlos Mariátegui,Copa Perú,Ica,1918.0,106.0
Sport Nacional de La Joya,Santiago,Estadio José Picasso Peratta de Santiago,Copa Perú,Ica,1954.0,70.0
Sport Pacífico,Comatrana,Estadio José Picasso Peratta,Copa Perú,Ica,1945.0,79.0
Sport Pisco,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1907.0,117.0
Sport Porvenir,Pueblo Nuevo,Estadio Pedro Tipacti Ríos,Copa Perú,Ica,1944.0,80.0
Sport Puerto Aéreo,La Tinguiña,Estadio Fernando Cevasco Villagarcía,Copa Perú,Ica,1934.0,90.0
Sport Rex,Santiago,Estadio José Picasso Peratta de Santiago,Copa Perú,Ica,1944.0,80.0
Sport San Martín de Casablanca,Santiago,Estadio José Picasso Peratta de Santiago,Copa Perú,Ica,1940.0,84.0
Sport Santa Margarita,Santiago,Estadio José Picasso Peratta de Santiago,Copa Perú,Ica,1954.0,70.0
Sport Unión Sucre de Pariña Chico,Los Aquijes,Estadio El Arenal,Copa Perú,Ica,1931.0,93.0
Sport Victoria,Ica,Estadio José Picasso Peratta,Copa Perú,Ica,1916.0,108.0
Sport Victoria de Subtanjalla,Subtanjalla,Estadio José Carlos Mariátegui,Copa Perú,Ica,1916.0,108.0
Sporting Cristal,Ocucaje,Estadio Robaldo Gabriel Hernández,Copa Perú,Ica,1960.0,64.0
Sporting Cristal,Palpa,Estadio Julio Luque Tijeros,Copa Perú,Ica,1957.0,67.0
Unión Estudiantes,Salas,Estadio Juan de Dios Bolívar,Copa Perú,Ica,1972.0,52.0
Unión López,Nazca,Estadio Municipal de Nasca,Copa Perú,Ica,1965.0,59.0
Unión Pacífico,Tate,Estadio Héctor Chumpitaz,Copa Perú,Ica,1949.0,75.0
Unión San Martín,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1949.0,75.0
Unión San Martín,Sunampe,Estadio Santos Nagaro Bianchi,Copa Perú,Ica,1916.0,108.0
Universitario de Ocucaje,Ocucaje,Estadio Robaldo Gabriel Hernández,Copa Perú,Ica,1955.0,69.0
Universitario de Pueblo Nuevo,Pueblo Nuevo,Estadio Pedro Tipacti Ríos,Copa Perú,Ica,1955.0,69.0
Victor Bielich,Pisco,Estadio Teobaldo Pinillos Olaechea,Copa Perú,Ica,1941.0,83.0
Zona Libre,Marcona,Estadio Félix Franco Arias,Copa Perú,Ica,1965.0,59.0
Academia Municipal Jauja,Jauja,Estadio Monumental,Copa Perú,Junín,2015.0,9.0
Alianza Casacancha,San Lorenzo,Estadio Municipal San Lorenzo,Copa Perú,Junín,1975.0,49.0
Alianza Huinco,Tarma,Estadio Unión Tarma,Copa Perú,Junín,1935.0,89.0
Alipio Ponce,Mazamari,Estadio Municipal,Copa Perú,Junín,1979.0,45.0
Asociación Deportiva Cóndor,San Pedro de Cajas,Estadio Municipal,Copa Perú,Junín,1944.0,80.0
Asociación Deportiva Sanganí,Pichanaqui,Estadio Monumental Pichanaki,Copa Perú,Junín,2010.0,14.0
ADT,Tarma,Estadio Unión Tarma,Primera División,Junín,1929.0,95.0
Atlético Porvenir,San Agustín de Cajas,Estadio Municipal,Copa Perú,Junín,1981.0,43.0
CESA,San Agustín de Cajas,Estadio Municipal,Copa Perú,Junín,1975.0,49.0
Chanchamayo FC,La Merced,Estadio Municipal de La Merced,Copa Perú,Junín,1979.0,45.0
Club Social Parco,Jauja,Estadio Municipal Jauja,Copa Perú,Junín,1929.0,95.0
Defensor San Lorenzo,San Lorenzo,Estadio Municipal San Lorenzo,Copa Perú,Junín,1972.0,52.0
Deportivo Junín,Huancayo,Estadio Huancayo,Copa Perú,Junín,1963.0,61.0
Deportivo Ingeniería,Huancayo,Estadio Huancayo,Copa Perú,Junín,2003.0,21.0
Deportivo Mariscal Cáceres,El Tambo,Estadio Mariscal Castilla,Copa Perú,Junín,1971.0,53.0
Deportivo Santa Isabel,Huancayo,Estadio Huancayo,Copa Perú,Junín,1916.0,108.0
Huancayo SC,Huancayo,Estadio Huancayo,Copa Perú,Junín,1911.0,113.0
Independiente Estudiantil,Jauja,Estadio Monumental,Copa Perú,Junín,1966.0,58.0
José Olaya,Chilca,Estadio Coto Coto,Copa Perú,Junín,1989.0,35.0
Juventud Ramón Castilla,La Oroya,Estadio Shincamachay,Copa Perú,Junín,1958.0,66.0
Miguel Grau Umuto,Huancayo,Estadio Mariscal Castilla,Copa Perú,Junín,1932.0,92.0
Mina San Vicente,San Ramón,Estadio Municipal,Copa Perú,Junín,1970.0,54.0
Municipal Asociados,Jauja,Estadio Monumental,Copa Perú,Junín,1966.0,58.0
Municipal de Mazamari,Mazamari,Estadio Municipal,Copa Perú,Junín,1968.0,56.0
Progreso Muruhuay,Acobamba,Estadio Simón Peña Rivas,Copa Perú,Junín,1946.0,78.0
Racing de Satipo,Satipo,Estadio Municipal de Satipo,Copa Perú,Junín,2020.0,4.0
Social Deportivo Huancaní,Huancaní,Estadio Julián Huanay,Copa Perú,Junín,1953.0,71.0
Social San Pedro,San Pedro de Saño,Estadio Jesús Nazareno,Copa Perú,Junín,1946.0,78.0
Sport Águila,Huancán,Estadio Huancayo,Copa Perú,Junín,1948.0,76.0
Sport Dos de Mayo,Tarma,Estadio Unión Tarma,Copa Perú,Junín,1919.0,105.0
Sport Huancayo,Huancayo,Estadio Huancayo,Primera División,Junín,2007.0,17.0
Sport La Vid,Concepción,Estadio Municipal de Concepción,Copa Perú,Junín,2013.0,11.0
Sporting Chilca,Chilca,Estadio Coto Coto,Copa Perú,Junín,2000.0,24.0
Trilce Internacional,Huancayo,Estadio Mariscal Castilla,Copa Perú,Junín,2013.0,11.0
Unión Julca,Junín,Estadio Vencedores,Copa Perú,Junín,1949.0,75.0
Unión Juventud Acobamba,Acobamba,Estadio Simón Peña Rivas,Copa Perú,Junín,1932.0,92.0
Unión Juventud Cochas,Tarma,Estadio Unión Tarma,Copa Perú,Junín,1964.0,60.0
Unión Minas Progreso,Morococha,Estadio Nueva Ciudad de Morococha,Copa Perú,Junín,1929.0,95.0
Unión Pichanaki,Pichanaki,Estadio Monumental de Pichanaki,Copa Perú,Junín,2013.0,11.0
Unión San Cristóbal,Junín,Estadio Vencedores de Junín,Copa Perú,Junín,1955.0,69.0
Alfonso Ugarte,Chiclín,Estadio Municipal de Chiclín,Copa Perú,La Libertad,1918.0,106.0
Alianza Guadalupe,Guadalupe,Estadio Carlos A. Olivares,Copa Perú,La Libertad,1932.0,92.0
Alianza Huamachuco,Huamachuco,Estadio Municipal de Huamachuco,Copa Perú,La Libertad,1936.0,88.0
Alianza Moche,Moche,Estadio Ramiro Ñique,Copa Perú,La Libertad,1937.0,87.0
Alianza Roma,Casa Grande,Estadio Municipal de Casa Grande,Copa Perú,La Libertad,1929.0,95.0
Association FBC,Casa Grande,Estadio Municipal de Casa Grande,Copa Perú,La Libertad,1919.0,105.0
Atlético Ascopano,Ascope,Estadio Mario Erezzoli,Copa Perú,La Libertad,1920.0,104.0
Atlético Chalaco,Casa Grande,Estadio Municipal de Casa Grande,Copa Perú,La Libertad,1922.0,102.0
Atlético Medellín,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1982.0,42.0
Atlético Verdún,San José,Estadio San Luis,Copa Perú,La Libertad,1991.0,33.0
Augusto Gildemeister,Sausal,Estadio Municipal de Sausal,Copa Perú,La Libertad,1923.0,101.0
Carlos Mannucci,Trujillo,Estadio Mansiche,Primera División,La Libertad,1960.0,64.0
Carlos Tenaud,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1922.0,102.0
CDSC Botafogo,La Esperanza,Estadio Municipal Víctor Raúl,Copa Perú,La Libertad,1964.0,60.0
Comunal San José,San José,Estadio San Luis,Copa Perú,La Libertad,1990.0,34.0
Cruzeiro,La Esperanza,Estadio Municipal Víctor Raúl,Copa Perú,La Libertad,,
Cultural Quiruvilca,Quiruvilca,Estadio Chaychugo,Copa Perú,La Libertad,1941.0,83.0
Defensor Catalina,Pueblo Nuevo,Estadio Mariano Colina Quispe,Copa Perú,La Libertad,2012.0,12.0
Defensor Moche,Moche,Estadio Ramiro Ñique,Copa Perú,La Libertad,1930.0,94.0
Defensor Porvenir,El Porvenir,Estadio Víctor Raúl,Copa Perú,La Libertad,1964.0,60.0
Defensor Progreso,Chicama,Estadio Municipal de Sausal,Copa Perú,La Libertad,1977.0,47.0
Defensor Puno,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1960.0,64.0
Defensor San Pedro,San Pedro de Lloc,Estadio Julio C. Brito,Copa Perú,La Libertad,1937.0,87.0
Defensor Sausal,Sausal,Estadio Municipal de Sausal,Copa Perú,La Libertad,1973.0,51.0
Defensor Taller,Laredo,Estadio Unión Laredo,Copa Perú,La Libertad,1931.0,93.0
Defensor Tanguche FBC,Chao,Estadio Carlos Wiesse,Copa Perú,La Libertad,1954.0,70.0
Defensor Tayabamba,Tayabamba,Estadio Municipal de Tayabamba,Copa Perú,La Libertad,1953.0,71.0
Defensor Virú,Virú,Estadio San Luis,Copa Perú,La Libertad,1962.0,62.0
Deportivo El Inca,Chao,Estadio Carlos Wiesse,Copa Perú,La Libertad,1973.0,51.0
Deportivo El Salvador,Chepén,Estadio Mariano Colina Quispe,Copa Perú,La Libertad,1985.0,39.0
Deportivo La Mar,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1946.0,78.0
Deportivo Llacuabamba,Parcoy,Comunal de Llacuabamba,Segunda División,La Libertad,2011.0,13.0
Deportivo Municipal,Pacanga,Estadio Lucas Deza Romero,Copa Perú,La Libertad,1959.0,65.0
Deportivo Municipal de Rázuri,Malabrigo,Municipal de Puerto Malabrigo,Copa Perú,La Libertad,1951.0,73.0
Deportivo Serrato,Guadalupe,Estadio Carlos A. Olivares,Copa Perú,La Libertad,2012.0,12.0
Don José de San Martín,Pacanga,Estadio Lucas Deza Romero,Copa Perú,La Libertad,1951.0,73.0
Dorado Paiján,Paiján,Estadio Municipal de Paiján,Copa Perú,La Libertad,1963.0,61.0
Elías Aguirre,Cartavio,Estadio Unión Cartavio,Copa Perú,La Libertad,1922.0,102.0
Estrella Roja,Florencia de Mora,Estadio Club del Pueblo,Copa Perú,La Libertad,1981.0,43.0
Francisco Bolognesi,Sausal,Estadio Municipal de Sausal,Copa Perú,La Libertad,1975.0,49.0
Huracán Las Delicias,Moche,Estadio Ramiro Ñíque,Copa Perú,La Libertad,1991.0,33.0
Independiente,Virú,Estadio San Luis,Copa Perú,La Libertad,1969.0,55.0
José Santos Chocano,Santiago de Chuco,Estadio Chaychugo,Copa Perú,La Libertad,1959.0,65.0
Juvenil Victoria,Pacasmayo,Estadio Municipal de Pacasmayo,Copa Perú,La Libertad,1944.0,80.0
Juventud Bellavista,La Esperanza,Estadio Municipal Víctor Raúl,Copa Perú,La Libertad,1974.0,50.0
Juventud Grau,Paiján,Estadio Municipal de Paiján,Copa Perú,La Libertad,1963.0,61.0
Juventud San Agustín,Moche,Estadio Ramiro Ñíque,Copa Perú,La Libertad,1988.0,36.0
Libertad,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1939.0,85.0
Los Espartanos,Pacasmayo,Estadio Municipal de Pacasmayo,Copa Perú,La Libertad,1924.0,100.0
Mariano Melgar,Tayabamba,Estadio Municipal de Tayabamba,Copa Perú,La Libertad,1948.0,76.0
Mariscal Castilla,Julcán,Estadio Municipal de Julcán,Copa Perú,La Libertad,1963.0,61.0
Mariscal Sucre de Chepén,Chepén,Estadio Mariano Colina Quispe,Copa Perú,La Libertad,1972.0,52.0
Racing Club,Huamachuco,Estadio Municipal de Huamachuco,Copa Perú,La Libertad,1946.0,78.0
Real Casa Grande,Casa Grande,Estadio Municipal de Casa Grande,Copa Perú,La Libertad,2012.0,12.0
Real Sociedad,Chugay,Estadio Municipal de Huamachuco,Copa Perú,La Libertad,2012.0,12.0
Ricardo Palma,Cartavio,Estadio Municipal de Cartavio,Copa Perú,La Libertad,1979.0,45.0
San José,Santiago de Chuco,Estadio Chaychugo,Copa Perú,La Libertad,1966.0,58.0
Siete de Junio,Casa Grande,Estadio Municipal de Casa Grande,Copa Perú,La Libertad,1919.0,105.0
Sport Arica,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1922.0,102.0
Sport Boys de Chepén,Chepén,Estadio Mariano Colina Quispe,Copa Perú,La Libertad,1972.0,52.0
Sport Boys de Guadalupe,Guadalupe,Estadio Carlos A. Olivares,Copa Perú,La Libertad,1953.0,71.0
Sport Chavelines,Pacasmayo,Estadio Municipal de Pacasmayo,Copa Perú,La Libertad,1984.0,40.0
Sport Rambler,Salaverry,Estadio Municipal de Salaverry,Copa Perú,La Libertad,1916.0,108.0
Sport Rambler,Pacasmayo,Estadio Municipal de Pacasmayo,Copa Perú,La Libertad,1942.0,82.0
Sport Rayo,Pacasmayo,Estadio Municipal de Pacasmayo,Copa Perú,La Libertad,1944.0,80.0
Sport Salamanca,Magdalena de Cao,Estadio Municipal de Magdalena de Cao,Copa Perú,La Libertad,1928.0,96.0
Sporting Tabaco,Cartavio,Estadio Municipal de Cartavio,Copa Perú,La Libertad,1946.0,78.0
Torbellino,Pacasmayo,Estadio Municipal de Pacasmayo,Copa Perú,La Libertad,1977.0,47.0
Unión Cartavio,Cartavio,Estadio Unión Cartavio,Copa Perú,La Libertad,1919.0,105.0
Unión Chequén,Chepén,Estadio Mariano Colina Quispe,Copa Perú,La Libertad,1976.0,48.0
Unión Chiquitoy,Chiquitoy,Estadio Municipal de Cartavio,Copa Perú,La Libertad,1940.0,84.0
Unión Laredo,Laredo,Estadio Unión Laredo,Copa Perú,La Libertad,1924.0,100.0
Unión Pacanguilla,Chepén,Estadio Mariano Colina Quispe,Copa Perú,La Libertad,1955.0,69.0
Unión Pacífico,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1942.0,82.0
Unión Pataz,Tayabamba,Estadio Municipal de Tayabamba,Copa Perú,La Libertad,1896.0,128.0
Unión San Pedro,San Pedro de Lloc,Estadio Julio C. Brito,Copa Perú,La Libertad,1941.0,83.0
Unión Virú,Virú,Estadio San Luis,Copa Perú,La Libertad,1943.0,81.0
Universidad César Vallejo,Trujillo,Estadio Mansiche,Primera División,La Libertad,1996.0,28.0
Universitario UPAO,Trujillo,Estadio Mansiche,Copa Perú,La Libertad,1996.0,28.0
Alfonso Ugarte,Puerto Eten,Estadio Municipal,Copa Perú,Lambayeque,1921.0,103.0
